order_item_id,order_id,product_id,quantity,unit_price,discount_amount
79,31,5,1,12.13,0.00
80,31,26,1,98.60,0.00
81,31,222,4,182.67,0.00
82,31,221,2,240.97,0.00
83,32,226,1,236.36,0.00
84,33,91,1,222.51,22.25
85,33,194,1,233.66,0.00
86,33,171,2,403.30,0.00
87,33,51,1,43.23,0.00
88,34,69,2,284.32,28.43
89,34,102,1,60.33,0.00
90,34,78,1,91.54,0.00
91,34,116,3,373.72,112.11
92,35,252,1,245.62,0.00
93,35,39,2,343.08,0.00
94,35,30,1,226.15,22.61
95,36,61,2,237.41,0.00
96,37,28,1,399.65,0.00
97,38,199,1,377.84,18.89
98,38,231,1,270.75,0.00
99,39,17,1,436.29,43.62
100,40,101,1,385.94,0.00
101,40,237,1,110.92,0.00
102,41,22,1,299.37,0.00
103,41,208,2,149.72,0.00
104,42,141,2,70.83,0.00
105,42,18,1,385.43,0.00
106,42,184,3,289.01,43.35
107,42,259,2,14.49,0.00
108,43,188,3,181.32,0.00
109,43,96,2,218.08,0.00
110,43,54,1,380.12,19.00
111,44,260,2,248.89,0.00
112,44,67,2,331.28,0.00
113,44,124,4,56.57,22.62
114,45,17,1,427.70,0.00
115,45,67,1,322.33,0.00
116,46,34,1,379.61,37.96
117,46,120,1,83.39,0.00
118,47,144,1,88.81,0.00
119,47,233,2,358.75,0.00
120,47,249,2,255.72,0.00
121,47,101,1,387.99,0.00
122,47,229,1,292.35,14.61
123,48,95,1,163.80,0.00
124,48,246,2,372.37,0.00
125,49,43,3,441.39,0.00
126,50,187,1,203.20,0.00
127,50,102,2,60.13,12.02
128,50,46,4,388.96,0.00
129,51,17,3,425.97,0.00
130,52,185,2,28.53,0.00
131,53,23,1,50.15,5.01
132,53,203,1,17.87,1.78
133,53,202,1,344.96,0.00
134,53,37,1,50.42,0.00
135,54,181,1,151.41,0.00
136,55,212,2,205.18,0.00
137,56,239,1,63.68,0.00
138,56,167,1,296.63,0.00
139,57,64,2,83.26,0.00
140,58,153,1,198.55,0.00
141,58,217,1,51.68,0.00
142,59,110,1,203.17,0.00
143,59,211,3,110.94,0.00
144,60,4,1,12.89,0.00
145,61,103,1,46.45,0.00
146,62,216,3,223.07,0.00
147,62,127,1,137.80,0.00
148,62,59,3,415.36,62.30
149,63,144,1,82.12,8.21
150,64,127,3,148.23,22.23
151,64,167,1,299.56,0.00
152,64,182,1,236.87,0.00
153,65,42,2,154.52,30.90
154,65,36,1,338.11,0.00
155,65,132,2,406.09,121.82
156,65,117,1,389.97,58.49
157,65,231,3,263.63,118.63
158,66,4,1,13.75,0.00
159,66,203,1,20.13,1.00
160,66,105,1,331.43,0.00
161,66,107,1,56.42,0.00
162,67,129,1,250.74,0.00
163,68,230,1,218.04,0.00
164,68,239,2,66.03,0.00
165,68,196,1,378.78,0.00
166,68,75,1,177.50,17.75
167,68,113,1,99.01,0.00
168,69,14,1,121.16,12.11
169,70,199,2,354.49,0.00
170,71,28,2,367.93,36.79
171,71,207,1,357.15,0.00
172,71,67,1,297.01,0.00
173,72,200,2,182.42,0.00
174,72,133,1,229.99,0.00
175,72,132,2,420.80,0.00
176,72,247,1,384.47,0.00
177,73,140,3,25.25,0.00
178,73,44,2,321.72,0.00
179,73,158,2,121.83,0.00
180,74,239,1,70.91,7.09
181,74,102,3,62.83,9.42
182,74,10,1,430.43,21.52
183,74,71,1,188.89,0.00
184,75,108,1,212.95,0.00
185,75,71,1,186.66,27.99
186,76,246,1,377.52,18.87
187,76,191,2,171.36,0.00
188,77,137,2,213.70,0.00
189,78,190,1,355.46,0.00
190,78,31,1,115.49,5.77
191,78,211,4,106.02,0.00
192,78,109,1,161.32,16.13
193,79,117,2,359.35,0.00
194,79,106,2,428.55,0.00
195,79,19,1,173.31,0.00
196,80,237,2,112.79,0.00
197,80,104,3,441.27,198.57
198,80,67,1,317.05,0.00
199,81,59,3,393.68,0.00
200,81,259,1,14.88,0.00
201,81,223,4,381.01,0.00
202,82,62,1,366.03,0.00
203,83,36,1,339.16,0.00
204,84,131,3,436.45,0.00
205,85,76,1,153.21,15.32
206,86,256,3,60.35,0.00
207,87,93,1,160.71,0.00
208,88,4,1,13.10,0.00
209,88,153,1,188.67,0.00
210,89,15,1,186.59,0.00
211,89,157,2,52.14,0.00
212,89,113,2,97.08,0.00
213,90,4,3,12.89,0.00
214,90,249,2,250.86,0.00
215,91,129,1,278.18,0.00
216,91,206,1,374.71,0.00
217,92,12,1,327.73,0.00
218,93,186,1,153.92,0.00
219,93,22,2,313.57,0.00
220,93,105,1,327.12,16.35
221,93,160,1,142.95,0.00
222,93,24,3,155.12,0.00
223,94,111,2,184.90,0.00
224,94,117,2,356.49,0.00
225,94,143,1,168.20,0.00
226,94,20,1,249.43,0.00
227,95,134,1,166.62,0.00
228,95,160,2,136.06,0.00
229,96,235,1,297.53,0.00
230,97,147,2,127.32,0.00
231,97,164,2,100.25,0.00
232,97,48,3,35.63,16.03
233,97,82,1,153.64,0.00
234,98,151,1,83.62,8.36
235,99,197,1,369.25,18.46
236,99,140,4,22.56,4.51
237,100,61,1,239.16,0.00
238,101,9,1,117.49,0.00
239,102,135,1,229.87,0.00
240,102,226,1,245.59,0.00
241,102,76,1,150.63,0.00
242,103,189,1,18.93,2.83
243,104,118,1,118.54,0.00
244,105,235,1,296.31,0.00
245,106,143,2,179.04,0.00
246,107,145,3,10.84,0.00
247,107,86,1,364.39,36.43
248,107,249,1,242.36,24.23
249,107,196,2,375.73,37.57
250,107,48,1,34.26,0.00
251,108,162,1,104.86,0.00
252,109,193,3,239.97,0.00
253,110,143,1,167.40,0.00
254,110,138,1,410.25,41.02
255,110,59,1,390.54,19.52
256,110,103,1,48.51,0.00
257,110,211,1,101.47,5.07
258,111,63,3,342.59,0.00
259,111,188,1,166.32,0.00
260,111,241,3,92.50,0.00
261,112,191,1,157.29,0.00
262,112,74,1,112.42,0.00
263,113,183,1,72.05,0.00
264,114,156,1,178.19,0.00
265,114,8,1,141.33,0.00
266,114,70,1,388.93,0.00
267,115,189,1,19.05,0.00
268,116,207,3,332.69,0.00
269,116,231,1,292.69,14.63
270,116,169,1,321.57,0.00
271,117,4,1,12.29,0.00
272,117,152,3,144.44,0.00
273,117,93,3,154.42,46.32
274,118,196,1,401.59,20.07
275,118,232,1,280.67,0.00
276,119,167,1,311.32,0.00
277,119,43,1,440.03,0.00
278,119,176,2,110.36,11.03
279,119,94,1,163.22,0.00
280,120,240,1,423.43,0.00
281,120,238,1,128.34,0.00
282,120,241,2,89.92,0.00
283,121,60,1,147.39,22.10
284,122,45,1,425.27,0.00
285,123,20,3,226.96,34.04
286,123,233,2,389.38,0.00
287,123,122,1,219.57,10.97
288,123,73,1,325.81,0.00
289,123,95,2,168.26,0.00
290,124,246,1,377.58,0.00
291,124,82,1,150.50,0.00
292,124,216,2,233.66,0.00
293,124,55,2,252.17,25.21
294,124,158,3,116.11,0.00
295,125,132,1,432.65,0.00
296,125,72,1,49.06,0.00
297,125,71,1,205.78,0.00
298,126,121,1,190.77,28.61
299,126,100,1,273.80,0.00
300,126,63,3,349.14,0.00
301,127,109,3,155.87,0.00
302,127,225,3,444.20,0.00
303,127,201,3,372.85,0.00
304,128,76,1,150.06,0.00
305,128,132,1,394.55,0.00
306,128,66,2,43.74,13.12
307,129,236,3,120.26,36.07
308,129,86,1,390.63,0.00
309,129,55,3,263.67,39.55
310,130,241,1,94.27,0.00
311,130,136,1,305.67,0.00
312,131,195,1,313.75,0.00
313,132,237,2,117.14,11.71
314,133,45,1,438.51,0.00
315,134,145,1,11.30,0.00
316,134,72,2,46.12,0.00
317,134,104,1,431.71,0.00
318,135,181,1,150.08,0.00
319,135,124,1,60.14,3.00
320,135,28,2,364.81,0.00
321,135,100,2,269.57,0.00
322,136,178,1,296.10,0.00
323,136,21,3,373.60,112.08
324,137,31,1,118.59,0.00
325,137,73,1,365.61,54.84
326,137,208,4,141.59,0.00
327,138,158,1,121.58,0.00
328,138,82,3,152.39,22.85
329,138,67,1,300.24,0.00
330,139,44,3,335.04,0.00
331,139,31,2,124.12,0.00
332,139,88,1,292.13,0.00
333,140,82,1,149.15,0.00
334,141,138,2,409.18,0.00
335,142,68,2,152.66,0.00
336,143,104,1,445.18,0.00
337,144,167,1,313.44,0.00
338,144,66,1,46.90,0.00
339,144,243,1,263.87,0.00
340,145,1,1,54.43,0.00
341,145,134,2,176.61,0.00
342,146,17,1,426.00,21.30
343,146,153,1,183.51,18.35
344,146,189,1,17.68,0.00
345,146,10,2,433.34,43.33
346,147,75,1,196.61,0.00
347,147,158,1,110.98,0.00
348,147,167,1,321.82,0.00
349,148,243,1,281.15,0.00
350,149,10,3,460.31,0.00
351,150,181,3,144.30,0.00
352,150,227,1,22.00,2.20
353,151,2,3,257.79,0.00
354,152,72,1,44.18,2.20
355,153,82,1,145.54,0.00
356,153,36,2,344.17,0.00
357,154,260,2,257.37,25.73
358,154,121,2,208.77,20.87
359,154,207,1,346.98,0.00
360,155,159,1,38.58,0.00
361,156,255,2,121.63,0.00
362,156,59,2,381.97,0.00
363,156,81,2,142.82,0.00
364,156,27,1,45.79,0.00
365,157,232,1,284.98,0.00
366,157,13,1,285.72,0.00
367,158,117,3,352.89,0.00
368,159,187,2,227.79,22.77
369,160,29,2,272.67,0.00
370,161,174,2,176.31,0.00
371,162,101,1,370.60,37.06
372,162,254,1,323.85,0.00
373,162,199,3,375.98,0.00
374,162,13,1,295.34,0.00
375,163,27,1,46.47,0.00
376,163,75,3,189.15,0.00
377,163,162,1,98.66,0.00
378,164,208,1,144.23,0.00
379,165,228,1,124.57,0.00
380,165,219,1,192.27,0.00
381,166,26,4,96.72,0.00
382,166,188,1,185.81,0.00
383,166,55,2,256.54,25.65
384,167,260,1,258.79,0.00
385,168,109,1,145.23,0.00
386,169,183,2,68.31,13.66
387,169,62,1,344.01,0.00
388,169,212,3,209.78,31.46
389,169,156,1,157.95,15.79
390,169,61,1,230.42,23.04
391,170,56,4,366.64,0.00
392,171,38,4,286.70,0.00
393,171,170,1,381.16,0.00
394,171,34,2,396.42,0.00
395,172,143,1,167.56,0.00
396,173,250,4,294.58,0.00
397,174,35,2,71.95,7.19
398,175,52,1,389.95,0.00
399,175,11,1,93.84,0.00
400,175,164,2,94.77,0.00
401,175,246,2,400.74,0.00
402,176,47,1,92.18,13.82
403,176,222,1,185.53,0.00
404,177,124,1,57.52,0.00
405,178,205,2,321.61,0.00
406,178,218,2,179.28,17.92
407,178,102,1,65.73,3.28
408,178,168,2,372.29,0.00
409,179,44,2,318.96,0.00
410,180,21,2,422.11,0.00
411,181,229,1,303.73,15.18
412,182,47,1,94.29,0.00
413,182,260,2,236.94,23.69
414,182,135,2,243.47,0.00
415,182,150,2,206.35,0.00
416,182,9,3,121.35,0.00
417,183,132,1,415.46,0.00
418,183,112,1,323.38,0.00
419,183,113,1,88.51,8.85
420,183,67,1,322.97,16.14
421,184,128,1,118.28,0.00
422,184,109,3,149.87,22.48
423,184,92,1,165.17,0.00
424,185,171,1,410.17,0.00
425,185,231,2,286.07,28.60
426,185,158,1,118.73,0.00
427,186,136,1,285.06,0.00
428,187,128,1,124.19,0.00
429,188,44,1,338.48,0.00
430,188,29,2,267.97,0.00
431,188,9,1,114.15,0.00
432,189,249,3,242.40,0.00
433,190,133,4,217.81,0.00
434,191,105,2,329.87,0.00
435,191,79,2,451.04,0.00
436,191,87,1,439.63,0.00
437,192,223,1,384.92,0.00
438,192,192,3,338.90,0.00
439,192,104,2,431.58,0.00
440,193,213,1,279.54,0.00
441,194,218,1,177.37,0.00
442,194,258,1,384.26,19.21
443,194,5,3,12.89,3.86
444,195,92,1,161.59,0.00
445,195,187,1,201.07,10.05
446,196,88,2,299.58,0.00
447,196,28,2,383.85,38.38
448,196,58,1,217.18,32.57
449,197,199,2,362.41,36.24
450,198,241,3,91.98,0.00
451,199,216,2,226.24,67.87
452,199,113,1,88.26,4.41
453,199,239,3,70.08,0.00
454,199,210,1,219.48,10.97
455,200,191,1,155.02,0.00
456,200,163,2,30.18,0.00
457,200,217,3,51.68,0.00
458,201,202,2,323.85,64.77
459,201,212,1,213.68,0.00
460,201,178,1,286.24,0.00
461,201,185,2,29.86,0.00
462,202,68,1,146.54,0.00
463,202,235,1,275.27,0.00
464,203,108,3,212.69,0.00
465,203,88,2,314.07,0.00
466,203,178,1,284.49,0.00
467,203,92,4,166.82,66.72
468,203,122,2,194.48,0.00
469,204,201,1,372.45,0.00
470,204,198,4,328.64,0.00
471,204,147,2,134.08,13.40
472,205,114,2,160.81,0.00
473,206,254,2,327.65,0.00
474,206,113,2,97.17,0.00
475,207,160,2,128.77,25.75
476,207,179,1,355.43,53.31
477,207,39,3,337.50,0.00
478,208,193,1,251.20,12.56
479,209,100,2,264.23,0.00
480,209,211,1,98.52,0.00
481,210,229,3,279.51,0.00
482,210,192,2,372.94,0.00
483,210,58,1,216.33,0.00
484,211,28,4,373.29,0.00
485,211,23,2,51.68,0.00
486,211,62,1,342.87,17.14
487,211,70,2,421.31,0.00
488,212,59,1,375.34,56.30
489,212,157,1,57.04,0.00
490,212,159,3,38.36,5.75
491,213,183,1,66.09,0.00
492,213,229,3,296.70,44.50
493,213,26,3,102.59,0.00
494,214,204,1,173.75,0.00
495,215,51,1,44.43,0.00
496,215,132,1,398.54,19.92
497,215,15,1,201.39,0.00
498,216,18,3,362.18,0.00
499,216,21,2,393.05,0.00
500,217,168,1,350.69,0.00
501,218,194,4,222.05,0.00
502,218,162,1,100.09,0.00
503,218,108,1,232.90,0.00
504,218,206,1,392.58,0.00
505,219,203,1,19.42,0.00
506,220,124,1,57.85,5.78
507,220,155,2,273.18,0.00
508,220,68,1,146.40,0.00
509,221,158,2,114.04,0.00
510,221,72,1,46.81,0.00
511,222,185,1,28.46,0.00
512,222,226,1,234.53,0.00
513,223,42,1,163.14,0.00
514,224,9,1,115.56,0.00
515,224,96,1,215.02,0.00
516,224,152,1,143.74,0.00
517,224,10,1,417.32,0.00
518,225,54,2,396.35,79.27
519,226,77,1,354.95,53.24
520,226,210,1,232.95,0.00
521,227,80,1,91.25,0.00
522,227,205,2,305.42,0.00
523,227,56,2,345.29,34.52
524,228,165,3,422.93,63.43
525,228,9,1,124.22,0.00
526,228,17,1,419.71,0.00
527,228,226,3,258.29,0.00
528,228,15,1,204.39,0.00
529,229,38,1,307.15,46.07
530,230,189,1,19.73,0.98
531,230,257,1,241.54,0.00
532,231,3,1,115.93,17.38
533,232,164,2,100.59,0.00
534,233,80,3,96.08,0.00
535,234,39,2,314.98,0.00
536,234,82,1,146.15,0.00
537,235,248,1,58.17,5.81
538,235,113,3,92.47,0.00
539,235,196,1,395.53,0.00
540,236,259,1,14.95,1.49
541,236,114,1,159.94,0.00
542,237,192,1,380.31,0.00
543,237,9,2,127.35,0.00
544,238,109,1,149.43,0.00
545,238,2,2,278.18,0.00
546,239,170,1,401.82,0.00
547,239,175,2,274.39,0.00
548,239,12,1,321.86,0.00
549,240,25,1,204.85,0.00
550,240,197,2,367.27,0.00
551,240,145,1,10.98,0.00
552,241,5,2,12.94,0.00
553,242,97,1,363.75,18.18
554,242,146,2,210.20,21.02
555,242,26,1,90.25,0.00
556,243,151,1,78.21,0.00
557,243,54,2,384.77,76.95
558,244,133,3,230.00,0.00
559,245,32,1,42.90,0.00
560,245,20,1,225.56,11.27
561,245,10,2,456.03,45.60
562,246,211,1,105.06,5.25
563,247,109,2,164.30,16.43
564,248,4,1,13.69,0.00
565,248,100,3,261.23,0.00
566,249,122,1,209.98,0.00
567,249,80,1,93.36,4.66
568,250,87,3,422.49,0.00
569,251,15,1,191.10,0.00
570,251,75,2,198.30,0.00
571,252,74,1,120.88,0.00
572,252,209,1,11.54,0.00
573,252,1,4,58.16,0.00
574,252,221,1,250.31,0.00
575,253,180,1,25.00,1.25
576,253,64,3,86.63,12.99
577,253,74,3,117.08,0.00
578,254,28,1,394.06,0.00
579,254,154,1,278.31,0.00
580,254,228,1,116.02,0.00
581,254,188,3,186.71,0.00
582,255,69,1,274.64,0.00
583,255,193,2,260.35,52.07
584,255,233,2,374.38,0.00
585,256,54,2,399.50,0.00
586,257,87,1,442.74,22.13
587,257,113,1,98.48,0.00
588,257,159,1,36.96,0.00
589,258,187,1,209.28,0.00
590,258,243,1,274.52,0.00
591,259,82,3,147.62,22.14
592,260,229,1,286.55,0.00
593,261,216,3,228.21,0.00
594,262,123,1,252.39,0.00
595,263,66,1,48.27,4.82
596,263,112,1,328.91,16.44
597,264,175,2,298.67,0.00
598,265,146,4,221.97,0.00
599,265,232,1,285.21,28.52
600,265,57,1,206.93,0.00
601,265,246,1,393.01,39.30
602,265,150,2,204.15,0.00
603,266,94,1,144.67,0.00
604,266,235,2,309.96,61.99
605,266,188,1,178.37,0.00
606,266,14,1,109.95,0.00
607,267,7,3,455.57,0.00
608,267,129,1,247.54,12.37
609,267,20,1,243.96,0.00
610,268,72,1,48.84,4.88
611,268,66,1,48.20,0.00
612,268,189,3,19.99,0.00
613,268,146,2,217.37,65.21
614,268,181,1,148.41,0.00
615,269,54,1,421.05,0.00
616,269,118,1,115.87,0.00
617,269,236,2,116.43,0.00
618,269,258,2,373.23,0.00
619,270,22,1,329.58,0.00
620,270,161,1,185.40,9.27
621,270,89,1,215.29,10.76
622,270,13,2,317.52,0.00
623,271,165,1,460.94,23.04
624,271,198,4,343.48,0.00
625,271,94,2,144.62,0.00
626,271,70,4,378.30,0.00
627,271,230,1,210.86,0.00
628,272,206,1,360.31,36.03
629,272,10,1,444.98,66.74
630,272,21,1,403.36,20.16
631,273,68,3,159.43,0.00
632,273,231,1,287.31,0.00
633,274,27,1,47.40,0.00
634,274,175,1,283.42,0.00
635,274,70,1,411.16,0.00
636,275,230,1,209.03,0.00
637,276,30,1,237.02,35.55
638,276,111,4,205.21,0.00
639,276,137,1,212.66,0.00
640,276,134,2,172.17,0.00
641,277,61,1,229.60,0.00
642,277,154,1,268.57,0.00
643,277,14,1,111.82,11.18
644,277,1,3,58.07,0.00
645,278,129,1,261.02,0.00
646,278,58,2,202.66,40.53
647,278,191,3,159.24,23.88
648,279,184,1,296.50,0.00
649,279,255,1,117.27,11.72
650,279,49,4,128.79,51.51
651,279,155,3,257.11,0.00
652,279,90,1,48.91,0.00
653,280,103,3,46.66,0.00
654,280,42,1,163.27,0.00
655,280,127,1,147.57,0.00
656,281,132,2,398.55,0.00
657,281,153,1,189.48,0.00
658,281,147,2,140.00,0.00
659,282,80,1,93.83,4.69
660,282,116,1,373.70,0.00
661,282,130,2,144.99,0.00
662,282,33,2,149.10,0.00
663,283,233,2,382.91,0.00
664,283,205,1,299.70,0.00
665,284,200,1,199.10,0.00
666,285,193,1,237.46,0.00
667,285,84,2,241.86,24.18
668,286,28,1,354.34,0.00
669,286,12,4,318.63,63.72
670,287,81,1,134.62,0.00
671,288,239,1,64.67,0.00
672,289,117,2,351.90,0.00
673,289,186,1,159.17,0.00
674,290,207,2,336.48,0.00
675,291,129,2,274.89,0.00
676,292,6,1,155.89,0.00
677,292,207,1,330.95,16.54
678,292,115,1,327.26,0.00
679,293,20,1,248.21,0.00
680,294,34,1,410.93,0.00
681,294,23,1,54.26,2.71
682,295,202,1,324.34,0.00
683,295,152,1,149.62,0.00
684,296,81,1,136.11,0.00
685,296,180,1,23.79,0.00
686,296,42,1,153.92,0.00
687,297,51,3,46.65,0.00
688,297,42,1,157.08,0.00
689,297,35,2,70.12,0.00
690,298,199,2,381.99,38.19
691,299,124,1,58.23,0.00
692,299,7,3,446.01,200.70
693,299,220,1,394.86,39.48
694,300,115,1,335.34,16.76
695,301,56,2,357.68,0.00
696,301,144,2,86.38,0.00
697,302,33,1,152.14,7.60
698,303,166,2,321.49,0.00
699,304,223,1,409.55,0.00
700,304,41,2,177.40,35.48
701,305,196,3,393.72,0.00
702,306,154,1,268.03,0.00
703,307,238,1,129.75,0.00
704,307,11,1,92.87,0.00
705,308,42,1,155.03,0.00
706,308,53,1,355.11,35.51
707,309,36,2,316.14,63.22
708,309,82,4,139.76,0.00
709,310,247,1,400.08,40.00
710,311,224,1,341.44,17.07
711,311,192,1,351.92,0.00
712,311,128,1,124.99,6.24
713,311,212,3,201.46,0.00
714,312,48,1,33.57,1.67
715,312,62,1,354.69,0.00
716,312,240,1,433.25,0.00
717,313,76,1,144.99,0.00
718,313,159,1,35.82,0.00
719,314,7,1,407.65,0.00
720,315,99,2,322.30,96.69
721,315,48,3,34.63,0.00
722,315,109,3,156.72,23.50
723,316,18,1,358.26,17.91
724,316,128,1,121.22,12.12
725,317,237,2,111.08,22.21
726,317,254,1,352.62,0.00
727,317,248,1,60.46,0.00
728,317,197,1,394.14,0.00
729,318,121,1,195.17,0.00
730,319,72,1,44.57,0.00
731,319,228,1,114.52,0.00
732,320,61,3,247.80,111.51
733,320,63,1,319.63,0.00
734,321,48,2,34.51,3.45
735,321,16,1,128.70,0.00
736,322,241,2,88.63,8.86
737,322,125,2,366.93,0.00
738,323,130,1,134.00,20.10
739,324,22,1,309.11,0.00
740,325,178,1,294.60,0.00
741,325,260,1,255.70,38.35
742,326,252,1,235.51,0.00
743,326,137,3,199.90,29.98
744,326,36,1,304.13,0.00
745,327,38,1,296.09,0.00
746,327,122,1,214.59,0.00
747,327,232,1,277.90,0.00
748,328,127,1,138.11,0.00
749,328,95,3,153.80,69.21
750,328,180,1,24.20,0.00
751,329,229,3,274.61,0.00
752,330,95,1,163.65,0.00
753,330,98,3,8.85,0.00
754,330,139,1,274.07,0.00
755,331,215,3,354.69,0.00
756,332,238,2,126.31,12.63
757,332,124,2,57.29,0.00
758,333,154,1,267.32,13.36
759,334,230,1,219.74,0.00
760,335,58,1,205.03,10.25
761,335,204,1,174.27,0.00
762,335,130,2,145.90,0.00
763,336,24,1,147.11,0.00
764,336,46,1,382.28,0.00
765,336,257,1,243.43,12.17
766,336,147,1,128.14,0.00
767,337,196,1,382.55,0.00
768,337,98,1,8.77,0.00
769,338,250,1,319.25,31.92
770,339,216,1,221.57,0.00
771,339,204,3,182.01,0.00
772,339,93,1,166.31,8.31
773,340,162,1,108.79,0.00
774,341,23,2,50.58,5.05
775,341,150,2,188.69,0.00
776,341,84,1,235.89,0.00
777,342,155,2,263.09,0.00
778,343,95,2,162.64,32.52
779,343,177,1,418.76,0.00
780,343,135,1,241.88,12.09
781,343,93,1,172.61,0.00
782,344,185,1,29.49,1.47
783,344,97,1,357.24,35.72
784,344,100,1,266.84,0.00
785,345,238,1,130.17,0.00
786,345,143,1,181.05,0.00
787,345,202,1,350.55,0.00
788,345,56,3,338.26,152.21
789,346,41,3,179.43,0.00
790,346,76,1,145.78,0.00
791,346,252,2,245.46,73.63
792,347,14,2,113.38,0.00
793,347,226,1,263.08,13.15
794,347,180,1,25.48,0.00
795,347,177,1,417.27,0.00
796,348,22,2,332.02,0.00
797,349,50,1,330.86,0.00
798,349,54,1,395.35,0.00
799,349,232,2,275.00,0.00
800,349,179,1,395.63,0.00
801,350,58,1,193.87,0.00
802,350,51,1,43.77,0.00
803,350,209,3,11.48,3.44
804,350,5,1,12.45,0.00
805,351,20,1,242.03,0.00
806,351,256,1,57.74,2.88
807,351,47,2,102.01,20.40
808,351,93,1,172.06,0.00
809,351,245,1,115.82,0.00
810,352,142,1,151.28,15.12
811,353,43,1,429.71,42.97
812,354,241,1,94.83,0.00
813,354,120,2,87.84,8.78
814,355,151,1,79.77,0.00
815,355,165,1,433.92,21.69
816,356,236,1,120.60,18.09
817,356,7,1,415.34,0.00
818,357,197,3,387.74,0.00
819,358,25,1,184.49,0.00
820,359,44,1,304.45,0.00
821,360,112,1,311.95,31.19
822,360,233,1,377.91,0.00
823,360,77,1,375.02,0.00
824,361,94,4,150.99,0.00
825,361,125,3,349.10,0.00
826,362,213,1,266.82,13.34
827,362,123,1,252.44,0.00
828,362,185,3,31.87,0.00
829,363,190,1,329.33,0.00
830,363,185,1,31.95,1.59
831,364,65,3,69.56,0.00
832,364,92,1,160.45,0.00
833,364,194,1,243.08,24.30
834,365,131,3,426.92,128.07
835,365,201,4,360.91,0.00
836,365,69,1,276.94,0.00
837,365,181,1,139.45,0.00
838,365,26,1,100.25,0.00
839,366,173,2,349.00,0.00
840,366,68,1,151.65,0.00
841,366,258,3,410.75,0.00
842,366,221,2,244.12,0.00
843,367,99,1,331.80,0.00
844,367,223,1,377.38,0.00
845,367,65,1,66.40,0.00
846,367,84,1,240.67,24.06
847,368,234,2,123.98,0.00
848,368,36,1,321.71,0.00
849,369,17,1,402.05,0.00
850,369,170,1,356.69,0.00
851,370,199,1,361.26,0.00
852,370,41,1,201.97,0.00
853,370,187,1,204.97,0.00
854,371,219,1,171.25,17.12
855,371,86,2,364.32,0.00
856,371,176,1,105.39,0.00
857,372,7,1,438.99,21.94
858,373,5,1,13.67,0.68
859,373,221,1,264.47,0.00
860,374,173,1,343.76,0.00
861,374,94,1,151.03,7.55
862,375,82,2,139.44,0.00
863,375,198,2,339.64,33.96
864,375,49,2,130.14,0.00
865,375,37,1,49.08,0.00
866,375,8,4,141.10,0.00
867,376,249,4,257.70,0.00
868,376,164,1,95.15,0.00
869,376,59,2,409.04,0.00
870,376,251,2,55.72,0.00
871,377,209,2,11.66,1.16
